benchmark_id,request_id,true_type,true_subtype,pred_type,pred_subtype,attributes,metadata,en_attributes,confidence,pred_subtype_1,pred_subtype_2,missing_subtype,decision_status,decision_mapped_to
4,UNK-ES-U003,Unknown,Unknown,Unknown,Unknown,"{""sku"": ""SKU-ES-U003"", ""name"": ""Artefacto experimental Proyecto Omega fase alfa CSIC"", ""tags"": [""prototipo"", ""experimental"", ""R&D""], ""brand"": ""CSIC"", ""price"": 5000.0, ""description"": ""Dispositivo de investigación científica en fase alfa, múltiples funciones posibles aún no establecidas, clasificación y normativa aplicable sin determinar""}","{""region"": ""EU"", ""source"": ""Entrada Manual"", ""status"": ""En Revisión"", ""confidence"": ""31.8""}","{""sku"": ""SKU-ES-U003"", ""name"": ""Project Omega alpha-phase experimental scientific artifact CSIC"", ""tags"": [""prototype"", ""experimental"", ""R&D""], ""brand"": ""CSIC"", ""price"": 5000.0, ""description"": ""Scientific research device in alpha phase, multiple possible functions not yet established, applicable classification and regulation undetermined""}",0.3183,unknown,unknown,,,
4,UNK-ES-U004,Unknown,Unknown,Unknown,Unknown,"{""sku"": ""SKU-ES-U004"", ""name"": ""Instalación artística interactiva sensores luz sonido texto"", ""tags"": [""arte"", ""tecnología"", ""interactivo"", ""instalación""], ""brand"": ""ColectivoMadrileño"", ""price"": 1800.0, ""description"": ""Pieza artística con sensores, luz, sonido y texto; clasificación ambigua entre arte digital, dispositivo tecnológico y performance efímera""}","{""region"": ""MENA"", ""source"": ""Raspador"", ""status"": ""En Revisión"", ""confidence"": ""25.6""}","{""sku"": ""SKU-ES-U004"", ""name"": ""Interactive art installation with sensors, light, sound, text"", ""tags"": [""art"", ""technology"", ""interactive"", ""installation""], ""brand"": ""ColectivoMadrileño"", ""price"": 1800.0, ""description"": ""Artistic piece with sensors, light, sound and text; ambiguous classification between digital art, technological device and ephemeral performance""}",0.2563,unknown,unknown,,,
4,UNK-ES-U005,Unknown,Unknown,Unknown,Unknown,"{""sku"": ""SKU-ES-U005"", ""name"": ""Bono multiservicio proporción variable producto-servicio-digital"", ""tags"": [""servicio"", ""bono"", ""paquete"", ""indefinido""], ""brand"": ""MultiPack SL"", ""price"": 199.0, ""description"": ""Bono que combina consultoría, entregables físicos y acceso digital sin proporción fija por cliente; categoría mercantil y fiscal no resuelta""}","{""region"": ""NA"", ""source"": ""Entrada Manual"", ""status"": ""En Revisión"", ""confidence"": ""23.9""}","{""sku"": ""SKU-ES-U005"", ""name"": ""Variable-proportion multi-service product-service-digital voucher"", ""tags"": [""service"", ""voucher"", ""package"", ""undefined""], ""brand"": ""MultiPack SL"", ""price"": 199.0, ""description"": ""Voucher combining consulting, physical deliverables and digital access in no fixed proportion per customer; mercantile and tax category unresolved""}",0.2392,unknown,unknown,,,
4,UNK-ES-M001,Unknown,Unknown,Unknown,Unknown,"{""sku"": ""SKU-ES0101"", ""name"": ""Item_ESM001"", ""tags"": [""deportes""], ""brand"": ""Econ\u00f3mico"", ""price"": 123.15, ""description"": ""Un producto de deportes""}","{""region"": ""NA"", ""source"": ""Extractor"", ""status"": ""Archivado"", ""confidence"": ""63.5""}","{""sku"": ""SKU-ES0101"", ""name"": ""Item_ESM001"", ""tags"": [""sports""], ""brand"": ""Premium"", ""price"": 69.78, ""description"": ""A sports product""}",0.6353,Devolución de Cargo,missing,Devolución de Cargo,,
4,UNK-ES-M002,Unknown,Unknown,Unknown,Unknown,"{""sku"": ""SKU-ES0102"", ""name"": ""Item_ESM002"", ""tags"": [""arte""], ""brand"": ""MarcaA"", ""price"": 9.61, ""description"": ""Un producto de arte""}","{""region"": ""EU"", ""source"": ""API"", ""status"": ""En Revisi\u00f3n"", ""confidence"": ""80.4""}","{""sku"": ""SKU-ES0102"", ""name"": ""Item_ESM002"", ""tags"": [""art""], ""brand"": ""MarcaB"", ""price"": 499.23, ""description"": ""A art product""}",0.8039,Financiación a Plazos,missing,Financiación a Plazos,,
4,UNK-ES-M003,Unknown,Unknown,Unknown,Unknown,"{""sku"": ""SKU-ES0103"", ""name"": ""Item_ESM003"", ""tags"": [""moda""], ""brand"": ""Econ\u00f3mico"", ""price"": 70.57, ""description"": ""Un producto de moda""}","{""region"": ""MENA"", ""source"": ""Entrada Manual"", ""status"": ""Archivado"", ""confidence"": ""33.9""}","{""sku"": ""SKU-ES0103"", ""name"": ""Item_ESM003"", ""tags"": [""fashion""], ""brand"": ""Econ\u00f3mico"", ""price"": 441.03, ""description"": ""A fashion product""}",0.3386,Producto Artesanal,missing,Producto Artesanal,,
4,UNK-ES-M004,Unknown,Unknown,Unknown,Unknown,"{""sku"": ""SKU-ES0104"", ""name"": ""Item_ESM004"", ""tags"": [""electr\u00f3nica""], ""brand"": ""MarcaB"", ""price"": 353.25, ""description"": ""Un producto de electr\u00f3nica""}","{""region"": ""APAC"", ""source"": ""API"", ""status"": ""En Revisi\u00f3n"", ""confidence"": ""30.2""}","{""sku"": ""SKU-ES0104"", ""name"": ""Item_ESM004"", ""tags"": [""electronics""], ""brand"": ""MarcaB"", ""price"": 492.01, ""description"": ""A electronics product""}",0.3025,Edición Coleccionista,missing,Edición Coleccionista,,
4,UNK-ES-M005,Unknown,Unknown,Unknown,Unknown,"{""sku"": ""SKU-ES0105"", ""name"": ""Item_ESM005"", ""tags"": [""juguetes""], ""brand"": ""Econ\u00f3mico"", ""price"": 466.22, ""description"": ""Un producto de juguetes""}","{""region"": ""MENA"", ""source"": ""Entrada Manual"", ""status"": ""Activo"", ""confidence"": ""73.1""}","{""sku"": ""SKU-ES0105"", ""name"": ""Item_ESM005"", ""tags"": [""toys""], ""brand"": ""MarcaA"", ""price"": 469.77, ""description"": ""A toys product""}",0.7311,Ecológico Certificado,missing,Ecológico Certificado,,
4,UNK-ES-M006,Unknown,Unknown,Unknown,Unknown,"{""sku"": ""SKU-ES0106"", ""name"": ""Item_ESM006"", ""tags"": [""cocina""], ""brand"": ""MarcaB"", ""price"": 81.95, ""description"": ""Un producto de cocina""}","{""region"": ""NA"", ""source"": ""Raspador"", ""status"": ""En Revisi\u00f3n"", ""confidence"": ""77.8""}","{""sku"": ""SKU-ES0106"", ""name"": ""Item_ESM006"", ""tags"": [""kitchen""], ""brand"": ""Econ\u00f3mico"", ""price"": 304.39, ""description"": ""A kitchen product""}",0.7783,Flamenco Artístico,missing,Flamenco Artístico,,
4,UNK-ES-M007,Unknown,Unknown,Unknown,Unknown,"{""sku"": ""SKU-ES0107"", ""name"": ""Item_ESM007"", ""tags"": [""libros""], ""brand"": ""Econ\u00f3mico"", ""price"": 255.18, ""description"": ""Un producto de libros""}","{""region"": ""EU"", ""source"": ""API"", ""status"": ""En Revisi\u00f3n"", ""confidence"": ""61.2""}","{""sku"": ""SKU-ES0107"", ""name"": ""Item_ESM007"", ""tags"": [""books""], ""brand"": ""Econ\u00f3mico"", ""price"": 453.14, ""description"": ""A books product""}",0.6123,Cerámica Valenciana,missing,Cerámica Valenciana,,
4,UNK-ES-M008,Unknown,Unknown,Unknown,Unknown,"{""sku"": ""SKU-ES0108"", ""name"": ""Item_ESM008"", ""tags"": [""muebles""], ""brand"": ""Econ\u00f3mico"", ""price"": 26.82, ""description"": ""Un producto de muebles""}","{""region"": ""NA"", ""source"": ""Raspador"", ""status"": ""En Revisi\u00f3n"", ""confidence"": ""47.5""}","{""sku"": ""SKU-ES0108"", ""name"": ""Item_ESM008"", ""tags"": [""furniture""], ""brand"": ""Econ\u00f3mico"", ""price"": 386.7, ""description"": ""A furniture product""}",0.4753,Joya Tradicional,missing,Joya Tradicional,,
4,UNK-ES-M009,Unknown,Unknown,Unknown,Unknown,"{""sku"": ""SKU-ES0109"", ""name"": ""Item_ESM009"", ""tags"": [""deportes""], ""brand"": ""Premium"", ""price"": 282.65, ""description"": ""Un producto de deportes""}","{""region"": ""MENA"", ""source"": ""API"", ""status"": ""Archivado"", ""confidence"": ""48.7""}","{""sku"": ""SKU-ES0109"", ""name"": ""Item_ESM009"", ""tags"": [""sports""], ""brand"": ""MarcaA"", ""price"": 42.25, ""description"": ""A sports product""}",0.4872,Vino de Rioja,missing,Vino de Rioja,,
4,UNK-ES-M010,Unknown,Unknown,Unknown,Unknown,"{""sku"": ""SKU-ES0110"", ""name"": ""Item_ESM010"", ""tags"": [""arte""], ""brand"": ""Gen\u00e9rico"", ""price"": 217.74, ""description"": ""Un producto de arte""}","{""region"": ""EU"", ""source"": ""Entrada Manual"", ""status"": ""Activo"", ""confidence"": ""57.9""}","{""sku"": ""SKU-ES0110"", ""name"": ""Item_ESM010"", ""tags"": [""art""], ""brand"": ""MarcaA"", ""price"": 157.59, ""description"": ""A art product""}",0.5786,Textil Ibérico,missing,Textil Ibérico,,
